string,numbers,errors
aadadcddecb,"[1, 1, 4, 1, 4, 3, 4, 4, 5, 3, 2]",8
adceaaeaead,"[1, 4, 3, 5, 1, 1, 5, 1, 5, 1, 4]",8
feccdcadeac,"[6, 5, 3, 3, 4, 3, 1, 4, 5, 1, 3]",8
baaffdcaccf,"[2, 1, 1, 6, 6, 4, 3, 1, 3, 3, 6]",8
aadaeacaadc,"[1, 1, 4, 1, 5, 1, 3, 1, 1, 4, 3]",8
accdadcbeaf,"[1, 3, 3, 4, 1, 4, 3, 2, 5, 1, 6]",8
fbaadccadde,"[6, 2, 1, 1, 4, 3, 3, 1, 4, 4, 5]",8
faaadcbacac,"[6, 1, 1, 1, 4, 3, 2, 1, 3, 1, 3]",8
ceaaafdfcad,"[3, 5, 1, 1, 1, 6, 4, 6, 3, 1, 4]",8
badceafeafb,"[2, 1, 4, 3, 5, 1, 6, 5, 1, 6, 2]",8
edfafedeabc,"[5, 4, 6, 1, 6, 5, 4, 5, 1, 2, 3]",8
daddcdceadd,"[4, 1, 4, 4, 3, 4, 3, 5, 1, 4, 4]",8
abadceaffdc,"[1, 2, 1, 4, 3, 5, 1, 6, 6, 4, 3]",8
eadaceaadce,"[5, 1, 4, 1, 3, 5, 1, 1, 4, 3, 5]",8
cdceadcdfba,"[3, 4, 3, 5, 1, 4, 3, 4, 6, 2, 1]",8
ceadcdfabaa,"[3, 5, 1, 4, 3, 4, 6, 1, 2, 1, 1]",8
eeaeffcceea,"[5, 5, 1, 5, 6, 6, 3, 3, 5, 5, 1]",8
fecfdfbadbd,"[6, 5, 3, 6, 4, 6, 2, 1, 4, 2, 4]",8
fbbfdceacaf,"[6, 2, 2, 6, 4, 3, 5, 1, 3, 1, 6]",8
baccaddecfd,"[2, 1, 3, 3, 1, 4, 4, 5, 3, 6, 4]",8
efbeaadeaea,"[5, 6, 2, 5, 1, 1, 4, 5, 1, 5, 1]",8
fdcdfbaaead,"[6, 4, 3, 4, 6, 2, 1, 1, 5, 1, 4]",8
eafbbaceadc,"[5, 1, 6, 2, 2, 1, 3, 5, 1, 4, 3]",8
dfdcadbafeb,"[4, 6, 4, 3, 1, 4, 2, 1, 6, 5, 2]",8
fffbaeacaea,"[6, 6, 6, 2, 1, 5, 1, 3, 1, 5, 1]",8
baafecbadfe,"[2, 1, 1, 6, 5, 3, 2, 1, 4, 6, 5]",8
fdcfdfbddcc,"[6, 4, 3, 6, 4, 6, 2, 4, 4, 3, 3]",8
bcdecdadcba,"[2, 3, 4, 5, 3, 4, 1, 4, 3, 2, 1]",8
eaabadcdacc,"[5, 1, 1, 2, 1, 4, 3, 4, 1, 3, 3]",8
faeadbafdcc,"[6, 1, 5, 1, 4, 2, 1, 6, 4, 3, 3]",8
ccadeacaadb,"[3, 3, 1, 4, 5, 1, 3, 1, 1, 4, 2]",8
badcdbadcea,"[2, 1, 4, 3, 4, 2, 1, 4, 3, 5, 1]",8
feafdeabacc,"[6, 5, 1, 6, 4, 5, 1, 2, 1, 3, 3]",8
ccbdbefbaba,"[3, 3, 2, 4, 2, 5, 6, 2, 1, 2, 1]",8
adedfadcdab,"[1, 4, 5, 4, 6, 1, 4, 3, 4, 1, 2]",8
fbfbaadaadc,"[6, 2, 6, 2, 1, 1, 4, 1, 1, 4, 3]",8
faadadfeafb,"[6, 1, 1, 4, 1, 4, 6, 5, 1, 6, 2]",8
cdeabaadcea,"[3, 4, 5, 1, 2, 1, 1, 4, 3, 5, 1]",8
bfdceaffdad,"[2, 6, 4, 3, 5, 1, 6, 6, 4, 1, 4]",8
cefadafadde,"[3, 5, 6, 1, 4, 1, 6, 1, 4, 4, 5]",8
fccabbafdce,"[6, 3, 3, 1, 2, 2, 1, 6, 4, 3, 5]",8
badfefcfdba,"[2, 1, 4, 6, 5, 6, 3, 6, 4, 2, 1]",8
acdcbadceae,"[1, 3, 4, 3, 2, 1, 4, 3, 5, 1, 5]",8
dcfbabadcff,"[4, 3, 6, 2, 1, 2, 1, 4, 3, 6, 6]",8
beedcbecdba,"[2, 5, 5, 4, 3, 2, 5, 3, 4, 2, 1]",8
eeacbadcfbf,"[5, 5, 1, 3, 2, 1, 4, 3, 6, 2, 6]",8
abaabadceac,"[1, 2, 1, 1, 2, 1, 4, 3, 5, 1, 3]",8
baeaddeeaad,"[2, 1, 5, 1, 4, 4, 5, 5, 1, 1, 4]",8
eafbaccccea,"[5, 1, 6, 2, 1, 3, 3, 3, 3, 5, 1]",8
cdccadcadeb,"[3, 4, 3, 3, 1, 4, 3, 1, 4, 5, 2]",8
ceadcceeedc,"[3, 5, 1, 4, 3, 3, 5, 5, 5, 4, 3]",8
eaddceaebad,"[5, 1, 4, 4, 3, 5, 1, 5, 2, 1, 4]",8
dcbaeeabadc,"[4, 3, 2, 1, 5, 5, 1, 2, 1, 4, 3]",8
feecadbaffd,"[6, 5, 5, 3, 1, 4, 2, 1, 6, 6, 4]",8
fdabadceaad,"[6, 4, 1, 2, 1, 4, 3, 5, 1, 1, 4]",8
eedfbcbaeaa,"[5, 5, 4, 6, 2, 3, 2, 1, 5, 1, 1]",8
badfcfbaccd,"[2, 1, 4, 6, 3, 6, 2, 1, 3, 3, 4]",8
fdadcdceead,"[6, 4, 1, 4, 3, 4, 3, 5, 5, 1, 4]",8
dadcceaeace,"[4, 1, 4, 3, 3, 5, 1, 5, 1, 3, 5]",8
feacfcfdeeb,"[6, 5, 1, 3, 6, 3, 6, 4, 5, 5, 2]",8
ccbaacfeacd,"[3, 3, 2, 1, 1, 3, 6, 5, 1, 3, 4]",8
baaedcccdab,"[2, 1, 1, 5, 4, 3, 3, 3, 4, 1, 2]",8
cadfdcbaead,"[3, 1, 4, 6, 4, 3, 2, 1, 5, 1, 4]",8
adcacdeafdc,"[1, 4, 3, 1, 3, 4, 5, 1, 6, 4, 3]",8
baadcdefcad,"[2, 1, 1, 4, 3, 4, 5, 6, 3, 1, 4]",8
abcfdaeaeba,"[1, 2, 3, 6, 4, 1, 5, 1, 5, 2, 1]",8
dbacfdcbcad,"[4, 2, 1, 3, 6, 4, 3, 2, 3, 1, 4]",8
becfdbaaeae,"[2, 5, 3, 6, 4, 2, 1, 1, 5, 1, 5]",8
fbabfeaeead,"[6, 2, 1, 2, 6, 5, 1, 5, 5, 1, 4]",8
babceeaeeaa,"[2, 1, 2, 3, 5, 5, 1, 5, 5, 1, 1]",8
aabafbadcff,"[1, 1, 2, 1, 6, 2, 1, 4, 3, 6, 6]",8
ebacfbadecc,"[5, 2, 1, 3, 6, 2, 1, 4, 5, 3, 3]",8
dfbadbbadba,"[4, 6, 2, 1, 4, 2, 2, 1, 4, 2, 1]",8
badffdfbbab,"[2, 1, 4, 6, 6, 4, 6, 2, 2, 1, 2]",8
daebabbadcf,"[4, 1, 5, 2, 1, 2, 2, 1, 4, 3, 6]",8
defbadeadcd,"[4, 5, 6, 2, 1, 4, 5, 1, 4, 3, 4]",8
eabacaadcba,"[5, 1, 2, 1, 3, 1, 1, 4, 3, 2, 1]",8
fadadcaebad,"[6, 1, 4, 1, 4, 3, 1, 5, 2, 1, 4]",8
eeadcecdbab,"[5, 5, 1, 4, 3, 5, 3, 4, 2, 1, 2]",8
dbaddabadbb,"[4, 2, 1, 4, 4, 1, 2, 1, 4, 2, 2]",8
effdffacfeb,"[5, 6, 6, 4, 6, 6, 1, 3, 6, 5, 2]",8
adcaddafadd,"[1, 4, 3, 1, 4, 4, 1, 6, 1, 4, 4]",8
caafbadccea,"[3, 1, 1, 6, 2, 1, 4, 3, 3, 5, 1]",8
bdcceaaaecb,"[2, 4, 3, 3, 5, 1, 1, 1, 5, 3, 2]",8
cfabadceaba,"[3, 6, 1, 2, 1, 4, 3, 5, 1, 2, 1]",8
adcacddceab,"[1, 4, 3, 1, 3, 4, 4, 3, 5, 1, 2]",8
eafcebaccdf,"[5, 1, 6, 3, 5, 2, 1, 3, 3, 4, 6]",8
cedccafbadc,"[3, 5, 4, 3, 3, 1, 6, 2, 1, 4, 3]",8
badcbadeeaf,"[2, 1, 4, 3, 2, 1, 4, 5, 5, 1, 6]",8
adfdfeaddfd,"[1, 4, 6, 4, 6, 5, 1, 4, 4, 6, 4]",8
badbfbaeadb,"[2, 1, 4, 2, 6, 2, 1, 5, 1, 4, 2]",8
eafbfdabacc,"[5, 1, 6, 2, 6, 4, 1, 2, 1, 3, 3]",8
dadcefdcdcd,"[4, 1, 4, 3, 5, 6, 4, 3, 4, 3, 4]",8
eadcbaeaacc,"[5, 1, 4, 3, 2, 1, 5, 1, 1, 3, 3]",8
fbadbdeaded,"[6, 2, 1, 4, 2, 4, 5, 1, 4, 5, 4]",8
abaccfadfba,"[1, 2, 1, 3, 3, 6, 1, 4, 6, 2, 1]",8
bacdcaaeadc,"[2, 1, 3, 4, 3, 1, 1, 5, 1, 4, 3]",8
cdabaccffcc,"[3, 4, 1, 2, 1, 3, 3, 6, 6, 3, 3]",8
aadcbcbaaac,"[1, 1, 4, 3, 2, 3, 2, 1, 1, 1, 3]",8
dadcefdadba,"[4, 1, 4, 3, 5, 6, 4, 1, 4, 2, 1]",8
baddbeacbce,"[2, 1, 4, 4, 2, 5, 1, 3, 2, 3, 5]",8
adbaaddaedc,"[1, 4, 2, 1, 1, 4, 4, 1, 5, 4, 3]",8
cdcfbafdcef,"[3, 4, 3, 6, 2, 1, 6, 4, 3, 5, 6]",8
cfdbaddfcff,"[3, 6, 4, 2, 1, 4, 4, 6, 3, 6, 6]",8
eaeadefabad,"[5, 1, 5, 1, 4, 5, 6, 1, 2, 1, 4]",8
beaceffbaba,"[2, 5, 1, 3, 5, 6, 6, 2, 1, 2, 1]",8
fbdbcbadadd,"[6, 2, 4, 2, 3, 2, 1, 4, 1, 4, 4]",8
fcfdcbaebaf,"[6, 3, 6, 4, 3, 2, 1, 5, 2, 1, 6]",8
bacbadadcad,"[2, 1, 3, 2, 1, 4, 1, 4, 3, 1, 4]",8
efbadebeadb,"[5, 6, 2, 1, 4, 5, 2, 5, 1, 4, 2]",8
aadbbcecadb,"[1, 1, 4, 2, 2, 3, 5, 3, 1, 4, 2]",8
aafbadcccfb,"[1, 1, 6, 2, 1, 4, 3, 3, 3, 6, 2]",8
bacdccdcaba,"[2, 1, 3, 4, 3, 3, 4, 3, 1, 2, 1]",8
ceadbadcbad,"[3, 5, 1, 4, 2, 1, 4, 3, 2, 1, 4]",8
badfbaddaba,"[2, 1, 4, 6, 2, 1, 4, 4, 1, 2, 1]",8
baeadcedcad,"[2, 1, 5, 1, 4, 3, 5, 4, 3, 1, 4]",8
cebadabaead,"[3, 5, 2, 1, 4, 1, 2, 1, 5, 1, 4]",8
ededccdfcfd,"[5, 4, 5, 4, 3, 3, 4, 6, 3, 6, 4]",8
eadbacfdffb,"[5, 1, 4, 2, 1, 3, 6, 4, 6, 6, 2]",8
fffeafbaefd,"[6, 6, 6, 5, 1, 6, 2, 1, 5, 6, 4]",8
dadadbfbadf,"[4, 1, 4, 1, 4, 2, 6, 2, 1, 4, 6]",8
adefbaacbfc,"[1, 4, 5, 6, 2, 1, 1, 3, 2, 6, 3]",8
aeaababfdcd,"[1, 5, 1, 1, 2, 1, 2, 6, 4, 3, 4]",8
aeabaadcbfd,"[1, 5, 1, 2, 1, 1, 4, 3, 2, 6, 4]",8
babfabadaba,"[2, 1, 2, 6, 1, 2, 1, 4, 1, 2, 1]",8
dcadfbaceff,"[4, 3, 1, 4, 6, 2, 1, 3, 5, 6, 6]",8
adcaeacbdcc,"[1, 4, 3, 1, 5, 1, 3, 2, 4, 3, 3]",8
abdcbaaffed,"[1, 2, 4, 3, 2, 1, 1, 6, 6, 5, 4]",8
cdcadeefeab,"[3, 4, 3, 1, 4, 5, 5, 6, 5, 1, 2]",8
becedccdccf,"[2, 5, 3, 5, 4, 3, 3, 4, 3, 3, 6]",8
efdfdeeadce,"[5, 6, 4, 6, 4, 5, 5, 1, 4, 3, 5]",8
cacbcdbeafa,"[3, 1, 3, 2, 3, 4, 2, 5, 1, 6, 1]",8
aeafeadfdce,"[1, 5, 1, 6, 5, 1, 4, 6, 4, 3, 5]",8
dceababafad,"[4, 3, 5, 1, 2, 1, 2, 1, 6, 1, 4]",8
debadcbbace,"[4, 5, 2, 1, 4, 3, 2, 2, 1, 3, 5]",8
dcadcafcabd,"[4, 3, 1, 4, 3, 1, 6, 3, 1, 2, 4]",8
cfddbadcfbd,"[3, 6, 4, 4, 2, 1, 4, 3, 6, 2, 4]",8
adacbebeeaf,"[1, 4, 1, 3, 2, 5, 2, 5, 5, 1, 6]",8
ffacfbbdcdb,"[6, 6, 1, 3, 6, 2, 2, 4, 3, 4, 2]",8
dceaadccdff,"[4, 3, 5, 1, 1, 4, 3, 3, 4, 6, 6]",8
adffbcdeadc,"[1, 4, 6, 6, 2, 3, 4, 5, 1, 4, 3]",8
daeadcdeaad,"[4, 1, 5, 1, 4, 3, 4, 5, 1, 1, 4]",8
bddeaadbadf,"[2, 4, 4, 5, 1, 1, 4, 2, 1, 4, 6]",8
eaddfdadfea,"[5, 1, 4, 4, 6, 4, 1, 4, 6, 5, 1]",8
fbafbfdbeab,"[6, 2, 1, 6, 2, 6, 4, 2, 5, 1, 2]",8
adcdcbceaea,"[1, 4, 3, 4, 3, 2, 3, 5, 1, 5, 1]",8
cbaadddcefe,"[3, 2, 1, 1, 4, 4, 4, 3, 5, 6, 5]",8
fdcecdceaea,"[6, 4, 3, 5, 3, 4, 3, 5, 1, 5, 1]",8
adbadcdceaa,"[1, 4, 2, 1, 4, 3, 4, 3, 5, 1, 1]",8
dfbfbcbacab,"[4, 6, 2, 6, 2, 3, 2, 1, 3, 1, 2]",8
cadcaccfeef,"[3, 1, 4, 3, 1, 3, 3, 6, 5, 5, 6]",8
befcaefbadf,"[2, 5, 6, 3, 1, 5, 6, 2, 1, 4, 6]",8
baeaadcdfbf,"[2, 1, 5, 1, 1, 4, 3, 4, 6, 2, 6]",8
baeaaaaaadc,"[2, 1, 5, 1, 1, 1, 1, 1, 1, 4, 3]",8
ffbacceafda,"[6, 6, 2, 1, 3, 3, 5, 1, 6, 4, 1]",8
dceafdbaadc,"[4, 3, 5, 1, 6, 4, 2, 1, 1, 4, 3]",8
badeacdedad,"[2, 1, 4, 5, 1, 3, 4, 5, 4, 1, 4]",8
babbadcfbaf,"[2, 1, 2, 2, 1, 4, 3, 6, 2, 1, 6]",8
cbadeaddfca,"[3, 2, 1, 4, 5, 1, 4, 4, 6, 3, 1]",8
ffbaafadcec,"[6, 6, 2, 1, 1, 6, 1, 4, 3, 5, 3]",8
acadceeadba,"[1, 3, 1, 4, 3, 5, 5, 1, 4, 2, 1]",8
eabafbabadc,"[5, 1, 2, 1, 6, 2, 1, 2, 1, 4, 3]",8
adfdcfbbadc,"[1, 4, 6, 4, 3, 6, 2, 2, 1, 4, 3]",8
ebacfdcbaad,"[5, 2, 1, 3, 6, 4, 3, 2, 1, 1, 4]",8
afbadcdaccd,"[1, 6, 2, 1, 4, 3, 4, 1, 3, 3, 4]",8
fafeddaddbc,"[6, 1, 6, 5, 4, 4, 1, 4, 4, 2, 3]",8
badcaaaadcf,"[2, 1, 4, 3, 1, 1, 1, 1, 4, 3, 6]",8
dceadbbabaa,"[4, 3, 5, 1, 4, 2, 2, 1, 2, 1, 1]",8
fbaceadeaea,"[6, 2, 1, 3, 5, 1, 4, 5, 1, 5, 1]",8
ccebafcefbc,"[3, 3, 5, 2, 1, 6, 3, 5, 6, 2, 3]",8
baefaeeeacf,"[2, 1, 5, 6, 1, 5, 5, 5, 1, 3, 6]",8
cbdfbcbadae,"[3, 2, 4, 6, 2, 3, 2, 1, 4, 1, 5]",8
beadefdcadf,"[2, 5, 1, 4, 5, 6, 4, 3, 1, 4, 6]",8
afeeceeadce,"[1, 6, 5, 5, 3, 5, 5, 1, 4, 3, 5]",8
cbaeabcecbc,"[3, 2, 1, 5, 1, 2, 3, 5, 3, 2, 3]",8
bbcaeadfbad,"[2, 2, 3, 1, 5, 1, 4, 6, 2, 1, 4]",8
ddffdcbadae,"[4, 4, 6, 6, 4, 3, 2, 1, 4, 1, 5]",8
fceafccafdb,"[6, 3, 5, 1, 6, 3, 3, 1, 6, 4, 2]",8
aacfbafbaad,"[1, 1, 3, 6, 2, 1, 6, 2, 1, 1, 4]",8
bfdeafddadc,"[2, 6, 4, 5, 1, 6, 4, 4, 1, 4, 3]",8
bafbbeaeadb,"[2, 1, 6, 2, 2, 5, 1, 5, 1, 4, 2]",8
abaebabadcd,"[1, 2, 1, 5, 2, 1, 2, 1, 4, 3, 4]",8
fbadfbabaff,"[6, 2, 1, 4, 6, 2, 1, 2, 1, 6, 6]",8
abaedcadcab,"[1, 2, 1, 5, 4, 3, 1, 4, 3, 1, 2]",8
dceeadcbade,"[4, 3, 5, 5, 1, 4, 3, 2, 1, 4, 5]",8
aebcdbfcdbc,"[1, 5, 2, 3, 4, 2, 6, 3, 4, 2, 3]",8
cfbfddeccfe,"[3, 6, 2, 6, 4, 4, 5, 3, 3, 6, 5]",8
cadfbfdccdd,"[3, 1, 4, 6, 2, 6, 4, 3, 3, 4, 4]",8
bbaabbabcdc,"[2, 2, 1, 1, 2, 2, 1, 2, 3, 4, 3]",8
cfbadeeabad,"[3, 6, 2, 1, 4, 5, 5, 1, 2, 1, 4]",8
cdeadcfbdce,"[3, 4, 5, 1, 4, 3, 6, 2, 4, 3, 5]",8
eaedbafbbad,"[5, 1, 5, 4, 2, 1, 6, 2, 2, 1, 4]",8
babadcceadc,"[2, 1, 2, 1, 4, 3, 3, 5, 1, 4, 3]",8
badcedecadc,"[2, 1, 4, 3, 5, 4, 5, 3, 1, 4, 3]",8
daceadcacac,"[4, 1, 3, 5, 1, 4, 3, 1, 3, 1, 3]",8
bfbabcbcdcd,"[2, 6, 2, 1, 2, 3, 2, 3, 4, 3, 4]",8
ebdafeaeaba,"[5, 2, 4, 1, 6, 5, 1, 5, 1, 2, 1]",8
cfefdbafacf,"[3, 6, 5, 6, 4, 2, 1, 6, 1, 3, 6]",8
fabaadadade,"[6, 1, 2, 1, 1, 4, 1, 4, 1, 4, 5]",8
feafccdcaaa,"[6, 5, 1, 6, 3, 3, 4, 3, 1, 1, 1]",8
fbdcaedccde,"[6, 2, 4, 3, 1, 5, 4, 3, 3, 4, 5]",8
afeaebadeab,"[1, 6, 5, 1, 5, 2, 1, 4, 5, 1, 2]",8
fbadcffbbae,"[6, 2, 1, 4, 3, 6, 6, 2, 2, 1, 5]",8
fdcbacbadcf,"[6, 4, 3, 2, 1, 3, 2, 1, 4, 3, 6]",8
cdcadcfbaed,"[3, 4, 3, 1, 4, 3, 6, 2, 1, 5, 4]",8
ccfebbaddbc,"[3, 3, 6, 5, 2, 2, 1, 4, 4, 2, 3]",8
abadceadcca,"[1, 2, 1, 4, 3, 5, 1, 4, 3, 3, 1]",8
bfebafdcdaa,"[2, 6, 5, 2, 1, 6, 4, 3, 4, 1, 1]",8
babcadeaaef,"[2, 1, 2, 3, 1, 4, 5, 1, 1, 5, 6]",8
badceadebaf,"[2, 1, 4, 3, 5, 1, 4, 5, 2, 1, 6]",8
dcfacddcaea,"[4, 3, 6, 1, 3, 4, 4, 3, 1, 5, 1]",8
dadbffecadb,"[4, 1, 4, 2, 6, 6, 5, 3, 1, 4, 2]",8
adffdcfbcac,"[1, 4, 6, 6, 4, 3, 6, 2, 3, 1, 3]",8
adcbabefddd,"[1, 4, 3, 2, 1, 2, 5, 6, 4, 4, 4]",8
ffbcbadadba,"[6, 6, 2, 3, 2, 1, 4, 1, 4, 2, 1]",8
badcbdddddd,"[2, 1, 4, 3, 2, 4, 4, 4, 4, 4, 4]",8
caccccfbada,"[3, 1, 3, 3, 3, 3, 6, 2, 1, 4, 1]",8
fcdebafadcd,"[6, 3, 4, 5, 2, 1, 6, 1, 4, 3, 4]",8
fbeaeaabaea,"[6, 2, 5, 1, 5, 1, 1, 2, 1, 5, 1]",8
daacbadcbad,"[4, 1, 1, 3, 2, 1, 4, 3, 2, 1, 4]",8
aadccaafaab,"[1, 1, 4, 3, 3, 1, 1, 6, 1, 1, 2]",8
dbadceccfbd,"[4, 2, 1, 4, 3, 5, 3, 3, 6, 2, 4]",8
ebaeffabcfd,"[5, 2, 1, 5, 6, 6, 1, 2, 3, 6, 4]",8
eaeeadfbcfa,"[5, 1, 5, 5, 1, 4, 6, 2, 3, 6, 1]",8
cbaadeaebfd,"[3, 2, 1, 1, 4, 5, 1, 5, 2, 6, 4]",8
deadbabaead,"[4, 5, 1, 4, 2, 1, 2, 1, 5, 1, 4]",8
dceaedeaadc,"[4, 3, 5, 1, 5, 4, 5, 1, 1, 4, 3]",8
dbaeaeadadc,"[4, 2, 1, 5, 1, 5, 1, 4, 1, 4, 3]",8
fbafdcfddfc,"[6, 2, 1, 6, 4, 3, 6, 4, 4, 6, 3]",8
ccaeaadafdc,"[3, 3, 1, 5, 1, 1, 4, 1, 6, 4, 3]",8
ffdcafeadea,"[6, 6, 4, 3, 1, 6, 5, 1, 4, 5, 1]",8
afdbadcacad,"[1, 6, 4, 2, 1, 4, 3, 1, 3, 1, 4]",8
abadeafefdc,"[1, 2, 1, 4, 5, 1, 6, 5, 6, 4, 3]",8
ccedccfdcdc,"[3, 3, 5, 4, 3, 3, 6, 4, 3, 4, 3]",8
fdccedadead,"[6, 4, 3, 3, 5, 4, 1, 4, 5, 1, 4]",8
cfbffbcdcab,"[3, 6, 2, 6, 6, 2, 3, 4, 3, 1, 2]",8
dacbefadbac,"[4, 1, 3, 2, 5, 6, 1, 4, 2, 1, 3]",8
ecfcdfdcbfd,"[5, 3, 6, 3, 4, 6, 4, 3, 2, 6, 4]",8
fdcbaeadead,"[6, 4, 3, 2, 1, 5, 1, 4, 5, 1, 4]",8
acbadcefdaf,"[1, 3, 2, 1, 4, 3, 5, 6, 4, 1, 6]",8
eaedadceead,"[5, 1, 5, 4, 1, 4, 3, 5, 5, 1, 4]",8
dcebbadbdba,"[4, 3, 5, 2, 2, 1, 4, 2, 4, 2, 1]",8
edcdcbddcdc,"[5, 4, 3, 4, 3, 2, 4, 4, 3, 4, 3]",8
fccaaeadcea,"[6, 3, 3, 1, 1, 5, 1, 4, 3, 5, 1]",8
dcdcdceeade,"[4, 3, 4, 3, 4, 3, 5, 5, 1, 4, 5]",8
aaebfdbffdf,"[1, 1, 5, 2, 6, 4, 2, 6, 6, 4, 6]",8
baeffdfcdea,"[2, 1, 5, 6, 6, 4, 6, 3, 4, 5, 1]",8
abadabadafb,"[1, 2, 1, 4, 1, 2, 1, 4, 1, 6, 2]",8
baaadeabaad,"[2, 1, 1, 1, 4, 5, 1, 2, 1, 1, 4]",8
dbfeaabfcba,"[4, 2, 6, 5, 1, 1, 2, 6, 3, 2, 1]",8
dcfeedfddad,"[4, 3, 6, 5, 5, 4, 6, 4, 4, 1, 4]",8
ceaadbbdfdf,"[3, 5, 1, 1, 4, 2, 2, 4, 6, 4, 6]",8
cadcacbceab,"[3, 1, 4, 3, 1, 3, 2, 3, 5, 1, 2]",8
cdbeddabcfa,"[3, 4, 2, 5, 4, 4, 1, 2, 3, 6, 1]",8
baceadeeaaa,"[2, 1, 3, 5, 1, 4, 5, 5, 1, 1, 1]",8
badccaecdad,"[2, 1, 4, 3, 3, 1, 5, 3, 4, 1, 4]",8
facdbacfacd,"[6, 1, 3, 4, 2, 1, 3, 6, 1, 3, 4]",8
dceeadcceeb,"[4, 3, 5, 5, 1, 4, 3, 3, 5, 5, 2]",8
fcabfdcbcdc,"[6, 3, 1, 2, 6, 4, 3, 2, 3, 4, 3]",8
baadbaffcea,"[2, 1, 1, 4, 2, 1, 6, 6, 3, 5, 1]",8
addcfbefddc,"[1, 4, 4, 3, 6, 2, 5, 6, 4, 4, 3]",8
dfcadfbafcc,"[4, 6, 3, 1, 4, 6, 2, 1, 6, 3, 3]",8
eadbeadabaa,"[5, 1, 4, 2, 5, 1, 4, 1, 2, 1, 1]",8
ebadfbacfce,"[5, 2, 1, 4, 6, 2, 1, 3, 6, 3, 5]",8
ecfdcdcdaed,"[5, 3, 6, 4, 3, 4, 3, 4, 1, 5, 4]",8
fadadaadfba,"[6, 1, 4, 1, 4, 1, 1, 4, 6, 2, 1]",8
fdabaeadadd,"[6, 4, 1, 2, 1, 5, 1, 4, 1, 4, 4]",8
fcdcdceadbf,"[6, 3, 4, 3, 4, 3, 5, 1, 4, 2, 6]",8
fbadceabfed,"[6, 2, 1, 4, 3, 5, 1, 2, 6, 5, 4]",8
aeaceaeadcd,"[1, 5, 1, 3, 5, 1, 5, 1, 4, 3, 4]",8
baeafeaddff,"[2, 1, 5, 1, 6, 5, 1, 4, 4, 6, 6]",8
fdceafbafeb,"[6, 4, 3, 5, 1, 6, 2, 1, 6, 5, 2]",8
eacfbaccaea,"[5, 1, 3, 6, 2, 1, 3, 3, 1, 5, 1]",8
fbacafaccea,"[6, 2, 1, 3, 1, 6, 1, 3, 3, 5, 1]",8
adbaddfdbeb,"[1, 4, 2, 1, 4, 4, 6, 4, 2, 5, 2]",8
cfdcedcbadf,"[3, 6, 4, 3, 5, 4, 3, 2, 1, 4, 6]",8
adffdeaffba,"[1, 4, 6, 6, 4, 5, 1, 6, 6, 2, 1]",8
ceebcfdadcf,"[3, 5, 5, 2, 3, 6, 4, 1, 4, 3, 6]",8
badbafdcaea,"[2, 1, 4, 2, 1, 6, 4, 3, 1, 5, 1]",8
eaacecadccc,"[5, 1, 1, 3, 5, 3, 1, 4, 3, 3, 3]",8
eacafdcefcb,"[5, 1, 3, 1, 6, 4, 3, 5, 6, 3, 2]",8
abfbcedceae,"[1, 2, 6, 2, 3, 5, 4, 3, 5, 1, 5]",8
bfcceeabafb,"[2, 6, 3, 3, 5, 5, 1, 2, 1, 6, 2]",8
fffbfdacabc,"[6, 6, 6, 2, 6, 4, 1, 3, 1, 2, 3]",8
fcdcbbadbaa,"[6, 3, 4, 3, 2, 2, 1, 4, 2, 1, 1]",8
fcbadbadacc,"[6, 3, 2, 1, 4, 2, 1, 4, 1, 3, 3]",8
cacedccffba,"[3, 1, 3, 5, 4, 3, 3, 6, 6, 2, 1]",8
afdadcebafc,"[1, 6, 4, 1, 4, 3, 5, 2, 1, 6, 3]",8
cdccffddcea,"[3, 4, 3, 3, 6, 6, 4, 4, 3, 5, 1]",8
fbaceadcedd,"[6, 2, 1, 3, 5, 1, 4, 3, 5, 4, 4]",8
faedccbaeac,"[6, 1, 5, 4, 3, 3, 2, 1, 5, 1, 3]",8
eeecbafffad,"[5, 5, 5, 3, 2, 1, 6, 6, 6, 1, 4]",8
adeadfdeade,"[1, 4, 5, 1, 4, 6, 4, 5, 1, 4, 5]",8
fcbafbadcea,"[6, 3, 2, 1, 6, 2, 1, 4, 3, 5, 1]",8
ebaeeadfbfd,"[5, 2, 1, 5, 5, 1, 4, 6, 2, 6, 4]",8
dceabbadafd,"[4, 3, 5, 1, 2, 2, 1, 4, 1, 6, 4]",8
cceadecefda,"[3, 3, 5, 1, 4, 5, 3, 5, 6, 4, 1]",8
efdceaddcba,"[5, 6, 4, 3, 5, 1, 4, 4, 3, 2, 1]",8
cefbcefcbba,"[3, 5, 6, 2, 3, 5, 6, 3, 2, 2, 1]",8
dcadbdfdeea,"[4, 3, 1, 4, 2, 4, 6, 4, 5, 5, 1]",8
dfdeabfbead,"[4, 6, 4, 5, 1, 2, 6, 2, 5, 1, 4]",8
dcfdbadcadd,"[4, 3, 6, 4, 2, 1, 4, 3, 1, 4, 4]",8
abaadbfbdcd,"[1, 2, 1, 1, 4, 2, 6, 2, 4, 3, 4]",8
cdcbabbafcb,"[3, 4, 3, 2, 1, 2, 2, 1, 6, 3, 2]",8
cfbadfbaead,"[3, 6, 2, 1, 4, 6, 2, 1, 5, 1, 4]",8
